20.2189414864966,0.4871544922575498,13.0,1.0
6.2883336712022855,0.09487021886798894,1.0,1.0
0.5678540357420375,0.07004750410482603,2.0,1.0
0.40458493551256836,0.3146402541415284,1.0,1.0
0.3754833113155883,0.3521306744573246,1.0,1.0
0.21611738501756905,0.4076607527990882,1.0,1.0
0.11389143566261929,0.42237682342498273,1.0,1.0
0.06801907736598206,0.4161000487240879,2.0,1.0
0.034133399622759845,0.41187178994510926,1.0,1.0
0.010453961874035649,0.39355605122486775,1.0,1.0
0.002867934429284365,0.39554739031072006,1.0,1.0
0.0016367916447519565,0.3989803278428619,1.0,1.0
0.0016108242539540686,0.40226398162981797,1.0,1.0
0.0014965045013110607,0.40428755121886567,1.0,1.0
0.0012569965894270207,0.40510634912305343,1.0,1.0
0.0009713030224018323,0.40524436018648663,1.0,1.0
0.0007054936375022547,0.4051875783814268,1.0,1.0
0.0005063629896955108,0.40519206586963546,1.0,1.0
0.0003823240259167737,0.4053084619944479,1.0,1.0
0.00031444219244321946,0.40548510085876754,1.0,1.0
